Activity Period,Activity Period Start Date,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Landing Aircraft Type,Aircraft Body Type,Aircraft Manufacturer,Aircraft Model,Aircraft Version,Landing Count,Total Landed Weight,data_as_of,data_loaded_at
201903,2019/03/01,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Passenger,Narrow Body,Boeing,B737,-,1,129200,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Passenger,Narrow Body,Boeing,B738,-,29,4242400,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Swiss International,LX,Swiss International,LX,International,Europe,Passenger,Wide Body,Boeing,B773,-,30,16620000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Passenger,Narrow Body,Airbus,A319,-,1,137789,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Passenger,Narrow Body,Airbus,A320,-,60,8795127,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Passenger,Wide Body,Boeing,B773,-,31,17174000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Airbus,A319,-,60,8267340,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Airbus,A319,-,35,4822615,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,1384,193076427,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Airbus,A320,-,49,6967702,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Airbus,A320,-,39,5545722,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B737,-,2,258400,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B738,-,29,4242700,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Boeing,B738,-,12,1755600,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Boeing,B738,-,4,585200,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B738,-,795,116308500,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Boeing,B738,-,46,6729800,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B739,-,1184,186509800,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Boeing,B739,-,1,157300,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Boeing,B739,-,64,10067200,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B752,-,562,111276000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Boeing,B752,-,1,198000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B753,-,216,48384000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B763,-,2,640000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B772,-,269,121175000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,B772,-,4,1850000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,B772,-,63,28980000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,United Airlines,UA,United Airlines,UA,International,US,Passenger,Wide Body,Boeing,B772,-,8,3680000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B773,-,10,5540000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,B773,-,123,68142000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Passenger,Wide Body,Boeing,B773,-,30,16620000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,B773,-,31,17174000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B788,-,7,2660000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,B788,-,70,26600000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Passenger,Wide Body,Boeing,B788,-,12,4560000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,B788,-,29,11020000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B789,-,23,9775000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,B789,-,155,65875000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Passenger,Wide Body,Boeing,B789,-,33,14025000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,B789,-,28,11900000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,United Airlines,UA,United Airlines,UA,International,Middle East,Passenger,Wide Body,Boeing,B789,-,31,13175000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B78X,-,82,36490000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,B78X,-,1,445000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,B78X,-,4,1780000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Airbus,A346,-,1,570997,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Virgin Atlantic,VS,Virgin Atlantic,VS,Domestic,US,Passenger,Wide Body,Boeing,B789,-,1,425000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Boeing,B789,-,55,23375000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,ABC Aerolineas S.A. de C.V. dba Interjet,4O,ABC Aerolineas S.A. de C.V. dba Interjet,4O,International,Mexico,Passenger,Narrow Body,Airbus,A320,-,49,7001431,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,"Aer Lingus, Ltd.",EI,"Aer Lingus, Ltd.",EI,International,Europe,Passenger,Wide Body,Airbus,A332,-,2,793664,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,"Aer Lingus, Ltd.",EI,"Aer Lingus, Ltd.",EI,International,Europe,Passenger,Wide Body,Airbus,A333,-,28,11419940,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,Aeromexico,AM,Aeromexico,AM,International,Mexico,Passenger,Narrow Body,Boeing,B737,-,1,128000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,Aeromexico,AM,Aeromexico,AM,International,Mexico,Passenger,Narrow Body,Boeing,B738,-,89,12836700,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A319,-,33,4437906,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A320,-,75,10664850,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A321,-,31,5317120,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Wide Body,Boeing,B788,-,4,1520000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Wide Body,Boeing,B789,-,56,23800000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,Air China,CA,Air China,CA,International,Asia,Passenger,Wide Body,Boeing,B748,-,29,19952000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,Air China,CA,Air China,CA,International,Asia,Passenger,Wide Body,Boeing,B773,-,12,6648000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Airbus,A388,-,18,15317712,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Boeing,B772,-,4,1840416,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Boeing,B772,-,17,7821768,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Boeing,B773,-,11,6094000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,Air India Limited,AI,Air India Limited,AI,International,Asia,Passenger,Wide Body,Boeing,B772,-,31,15252000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,Air India Limited,AI,Air India Limited,AI,International,Asia,Passenger,Wide Body,Boeing,B773,-,7,3878000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,Air Italy S.P.A,,Air Italy S.P.A,,International,Europe,Passenger,Wide Body,Airbus,A332,-,12,4814892,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Passenger,Wide Body,Boeing,B772,-,1,470000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Passenger,Wide Body,Boeing,B773,-,20,11080000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,Air Pacific Limited dba Fiji Airways,FJ,Air Pacific Limited dba Fiji Airways,FJ,International,Australia / Oceania,Passenger,Wide Body,Airbus,A332,-,12,4770802,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,Air Pacific Limited dba Fiji Airways,FJ,Air Pacific Limited dba Fiji Airways,FJ,International,Australia / Oceania,Passenger,Wide Body,Airbus,A333,-,1,407855,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Airbus,A319,-,299,41198612,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Airbus,A319,-,27,3720276,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,802,114591758,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Airbus,A320,-,41,5863188,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,Alaska Airlines,AS,Alaska Airlines,AS,International,US,Passenger,Narrow Body,Airbus,A321,-,111,19381266,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,B737,-,3,387600,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,B738,-,182,26208000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,B739,-,386,60167800,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,"All Nippon Company Airways, Ltd.",NH,"All Nippon Company Airways, Ltd.",NH,International,Asia,Passenger,Wide Body,Boeing,B773,-,30,16620000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,56,7830818,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Airbus,A321,-,728,124852000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Airbus,A332,-,8,3174400,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,B738,-,165,23760000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,B763,-,40,12400000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,B788,-,30,11400000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Passenger,Wide Body,Airbus,A359,-,30,13558440,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Freighter,Wide Body,Boeing,B744,-,18,11632000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Freighter,Wide Body,Boeing,B744,-,16,10516000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,British Airways,BA,British Airways,BA,International,Europe,Passenger,Wide Body,Airbus,A388,-,29,24998203,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,British Airways,BA,British Airways,BA,International,Europe,Passenger,Wide Body,Boeing,B744,-,29,18270000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,British Airways,BA,British Airways,BA,International,Europe,Passenger,Wide Body,Boeing,B773,-,1,554000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Passenger,Narrow Body,Boeing,B738,-,52,7607600,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Passenger,Wide Body,Airbus,A350,-,17,8844930,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Passenger,Wide Body,Airbus,A359,-,10,4563570,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Passenger,Wide Body,Boeing,B773,-,60,33240000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,China Airlines,CI,China Airlines,CI,International,Asia,Freighter,Wide Body,Boeing,B744,-,22,14652000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,China Airlines,CI,China Airlines,CI,International,Asia,Passenger,Wide Body,Boeing,B773,-,30,16620000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,China Eastern,MU,China Eastern,MU,International,Asia,Passenger,Wide Body,Airbus,A332,-,13,5158816,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,China Eastern,MU,China Eastern,MU,International,Asia,Passenger,Wide Body,Boeing,B773,-,25,13850000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,China Eastern,MU,China Eastern,MU,International,Asia,Passenger,Wide Body,Boeing,B773,-,5,2770000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,China Southern,CZ,China Southern,CZ,International,Asia,Passenger,Wide Body,Boeing,B773,-,30,16620000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,Compass Airlines,CP,American Airlines,AA,Domestic,US,Passenger,Regional Jet,Embraer,E175,-,207,15561846,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Embraer,E175,-,63,4736214,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Airbus,A319,-,83,11162006,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Airbus,A321,-,1,171520,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B712,-,126,13860000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B738,-,134,19604200,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B739,-,429,67481700,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B752,-,266,52668000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,Delta Air Lines,DL,Delta Air Lines,DL,International,Canada,Passenger,Narrow Body,Boeing,B752,-,1,198000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B753,-,82,18368000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,B763,-,14,4480000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,B764,-,12,4200000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,EVA Airways,BR,EVA Airways,BR,International,Asia,Passenger,Wide Body,Boeing,B773,-,81,44874000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,Emirates,EK,Emirates,EK,International,Asia,Passenger,Wide Body,Airbus,A388,-,30,25860210,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,Boeing,B763,-,42,13692000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,Finnair,AY,Finnair,AY,International,Asia,Passenger,Wide Body,Airbus,A333,-,1,412264,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,Finnair,AY,Finnair,AY,International,Europe,Passenger,Wide Body,Airbus,A333,-,8,3298112,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,French Bee,BF,French Bee,BF,International,Australia / Oceania,Passenger,Wide Body,Airbus,A359,-,14,6388998,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,French Bee,BF,French Bee,BF,International,Europe,Passenger,Wide Body,Airbus,A359,-,11,5019927,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,51,7574217,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,26,3697148,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A321,-,6,1029120,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Passenger,Wide Body,Airbus,A332,-,60,24074460,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,Hong Kong Airlines Limited,HX,Hong Kong Airlines Limited,HX,International,Asia,Passenger,Wide Body,Airbus,A359,-,17,7758069,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Passenger,Regional Jet,Embraer,E175,-,240,17993437,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,Iberia,IB,Iberia,IB,Domestic,Europe,Passenger,Wide Body,Airbus,A332,-,15,5952480,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,Iberia,IB,Iberia,IB,International,Europe,Passenger,Wide Body,Airbus,A332,-,2,793664,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201904,2019/04/01,Icelandair EHF,FI,Icelandair EHF,FI,International,Europe,Passenger,Narrow Body,Boeing,B752,-,3,594000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
