Activity Period,Activity Period Start Date,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Landing Aircraft Type,Aircraft Body Type,Aircraft Manufacturer,Aircraft Model,Aircraft Version,Landing Count,Total Landed Weight,data_as_of,data_loaded_at
201902,2019/02/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B772,-,191,85830000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201902,2019/02/01,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,B772,-,1,470000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201902,2019/02/01,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,B772,-,55,25300000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201902,2019/02/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B773,-,1,554000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201902,2019/02/01,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,B773,-,110,60940000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201902,2019/02/01,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Passenger,Wide Body,Boeing,B773,-,28,15512000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201902,2019/02/01,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,B773,-,27,14958000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201902,2019/02/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B788,-,7,2660000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201902,2019/02/01,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,B788,-,60,22800000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201902,2019/02/01,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Passenger,Wide Body,Boeing,B788,-,9,3420000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201902,2019/02/01,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,B788,-,21,7980000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201902,2019/02/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B789,-,26,11050000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201902,2019/02/01,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,B789,-,133,56525000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201902,2019/02/01,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Passenger,Wide Body,Boeing,B789,-,31,13175000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201902,2019/02/01,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,B789,-,25,10625000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201902,2019/02/01,United Airlines,UA,United Airlines,UA,International,Middle East,Passenger,Wide Body,Boeing,B789,-,28,11900000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201902,2019/02/01,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B78X,-,28,12460000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201902,2019/02/01,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,B78X,-,3,1335000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201902,2019/02/01,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Airbus,A346,-,14,7993958,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201902,2019/02/01,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Boeing,B789,-,37,15725000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,ABC Aerolineas S.A. de C.V. dba Interjet,4O,ABC Aerolineas S.A. de C.V. dba Interjet,4O,International,Mexico,Passenger,Narrow Body,Airbus,A320,-,45,6425366,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,"Aer Lingus, Ltd.",EI,"Aer Lingus, Ltd.",EI,International,Europe,Passenger,Wide Body,Airbus,A332,-,3,1194905,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,"Aer Lingus, Ltd.",EI,"Aer Lingus, Ltd.",EI,International,Europe,Passenger,Wide Body,Airbus,A333,-,28,11419940,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Aeromexico,AM,Aeromexico,AM,International,Mexico,Passenger,Narrow Body,Boeing,B738,-,89,12859700,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A319,-,14,1882748,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A320,-,62,8816276,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A321,-,23,3944960,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Boeing,B738,-,41,6264800,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Wide Body,Boeing,B763,-,1,319900,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Wide Body,Boeing,B773,-,1,554000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Wide Body,Boeing,B788,-,18,6840000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Wide Body,Boeing,B789,-,60,25500000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Air China,CA,Air China,CA,International,Asia,Passenger,Wide Body,Boeing,B744,-,1,630000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Air China,CA,Air China,CA,International,Asia,Passenger,Wide Body,Boeing,B748,-,30,20640000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Air China,CA,Air China,CA,International,Asia,Passenger,Wide Body,Boeing,B773,-,1,554000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Boeing,B773,-,32,17728000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Air India Limited,AI,Air India Limited,AI,International,Asia,Passenger,Wide Body,Boeing,B772,-,35,17220000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Air India Limited,AI,Air India Limited,AI,International,Asia,Passenger,Wide Body,Boeing,B773,-,6,3324000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Passenger,Wide Body,Boeing,B772,-,6,2820000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Passenger,Wide Body,Boeing,B773,-,25,13850000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Air Pacific Limited dba Fiji Airways,FJ,Air Pacific Limited dba Fiji Airways,FJ,International,Australia / Oceania,Passenger,Wide Body,Airbus,A332,-,9,3580306,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Airbus,A319,-,271,37340548,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Airbus,A319,-,28,3858064,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,980,139850090,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Airbus,A320,-,43,6140970,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Alaska Airlines,AS,Alaska Airlines,AS,International,US,Passenger,Narrow Body,Airbus,A321,-,103,17984418,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,B737,-,3,387600,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,B738,-,162,23328000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,B739,-,369,57614700,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,B739,-,4,618200,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,"All Nippon Company Airways, Ltd.",NH,"All Nippon Company Airways, Ltd.",NH,International,Asia,Passenger,Wide Body,Boeing,B773,-,31,17174000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Airbus,A319,-,2,275578,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,59,8142778,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Airbus,A321,-,820,140630000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Airbus,A332,-,28,11110400,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,B738,-,103,14832000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,B752,-,1,198000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,B763,-,34,10540000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,B772,-,3,1380000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,American Airlines,AA,American Airlines,AA,International,Asia,Passenger,Wide Body,Boeing,B772,-,1,460000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,B773,-,1,554000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,B788,-,27,10260000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,B789,-,1,425000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Passenger,Wide Body,Airbus,A359,-,31,14010388,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Freighter,Wide Body,Boeing,B744,-,17,11138000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Freighter,Wide Body,Boeing,B744,-,22,14428000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,British Airways,BA,British Airways,BA,International,Europe,Passenger,Wide Body,Airbus,A388,-,14,12068098,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,British Airways,BA,British Airways,BA,International,Europe,Passenger,Wide Body,Boeing,B744,-,32,20160000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,British Airways,BA,British Airways,BA,International,Europe,Passenger,Wide Body,Boeing,B772,-,15,6900000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Passenger,Narrow Body,Boeing,B738,-,27,3950100,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Passenger,Narrow Body,Boeing,B739,-,27,4425300,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Passenger,Wide Body,Airbus,A350,-,15,7804350,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Passenger,Wide Body,Airbus,A359,-,13,5932641,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Passenger,Wide Body,Boeing,B773,-,59,32686000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,China Airlines,CI,China Airlines,CI,International,Asia,Freighter,Wide Body,Boeing,B744,-,21,13986000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,China Airlines,CI,China Airlines,CI,International,Asia,Passenger,Wide Body,Boeing,B773,-,31,17174000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,China Eastern,MU,China Eastern,MU,International,Asia,Passenger,Wide Body,Airbus,A332,-,13,5158816,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,China Eastern,MU,China Eastern,MU,International,Asia,Passenger,Wide Body,Boeing,B773,-,26,14404000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,China Eastern,MU,China Eastern,MU,International,Asia,Passenger,Wide Body,Boeing,B773,-,5,2770000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,China Southern,CZ,China Southern,CZ,International,Asia,Passenger,Wide Body,Boeing,B773,-,31,17174000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Compass Airlines,CP,American Airlines,AA,Domestic,US,Passenger,Regional Jet,Embraer,E175,-,234,17591652,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Embraer,E175,-,35,2631230,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Airbus,A319,-,81,10893042,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B712,-,212,23320000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B738,-,57,8339100,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B739,-,484,76133200,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B752,-,219,43362000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B753,-,58,12992000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,B763,-,9,2855000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,B764,-,30,10500000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,EVA Airways,BR,EVA Airways,BR,International,Asia,Passenger,Wide Body,Boeing,B773,-,85,47090000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Emirates,EK,Emirates,EK,International,Asia,Passenger,Wide Body,Airbus,A388,-,31,26722217,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,Boeing,B763,-,44,14344000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,McDonnell Douglas,DC10,-,1,424000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,French Bee,BF,French Bee,BF,International,Australia / Oceania,Passenger,Wide Body,Airbus,A359,-,9,4102756,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,French Bee,BF,French Bee,BF,International,Europe,Passenger,Wide Body,Airbus,A359,-,10,4563570,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A319,-,15,2030458,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,46,6825527,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,22,3128356,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A321,-,1,171520,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Passenger,Wide Body,Airbus,A332,-,62,24876942,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Hong Kong Airlines Limited,HX,Hong Kong Airlines Limited,HX,International,Asia,Passenger,Wide Body,Airbus,A359,-,18,8214426,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Passenger,Regional Jet,Embraer,E175,-,206,15445341,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Iberia,IB,Iberia,IB,Domestic,Europe,Passenger,Wide Body,Airbus,A332,-,2,793664,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Iberia,IB,Iberia,IB,International,Europe,Passenger,Wide Body,Airbus,A332,-,7,2777824,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Icelandair EHF,FI,Icelandair EHF,FI,International,Europe,Passenger,Wide Body,Boeing,B763,-,16,5120000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Passenger,Wide Body,Boeing,B773,-,31,17174000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Jazz Aviation,QK,Air Canada,AC,International,Canada,Passenger,Regional Jet,Bombardier,CRJ9,-,121,9087100,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,59,8412831,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Passenger,Narrow Body,Airbus,A321,-,387,66378240,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Passenger,Wide Body,Boeing,B744,-,1,630000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Passenger,Wide Body,Boeing,B772,-,4,1880000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Passenger,Wide Body,Boeing,B773,-,2,1108000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Passenger,Wide Body,Boeing,B789,-,25,10625000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Kalitta Air,K4,Kalitta Air,K4,Domestic,US,Freighter,Wide Body,Boeing,B744,-,1,652000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Kalitta Air,K4,Kalitta Air,K4,International,Asia,Freighter,Wide Body,Boeing,B744,-,1,652000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Kalitta Air,K4,Kalitta Air,K4,Domestic,US,Freighter,Wide Body,Boeing,B763,-,42,13650000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Freighter,Wide Body,Boeing,B748,-,27,20601000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Passenger,Wide Body,Boeing,B773,-,62,34348000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Airbus,A346,-,32,18271904,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Airbus,A388,-,28,24136196,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Norwegian Air UK Ltd,LY,Norwegian Air UK Ltd,LY,International,Europe,Passenger,Wide Body,Boeing,B789,-,1,425000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Passenger,Wide Body,Boeing,B773,-,32,17728000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Passenger,Wide Body,Boeing,B744,-,27,17143000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Passenger,Wide Body,Boeing,B789,-,18,7650000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Passenger,Wide Body,Airbus,A333,-,1,412264,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Passenger,Wide Body,Airbus,A343,-,30,12698611,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Passenger,Wide Body,Airbus,A359,-,45,20474325,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Passenger,Wide Body,Boeing,B773,-,31,17174000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ2,-,1478,69466000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Passenger,Regional Jet,Bombardier,CRJ2,-,24,1128000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ7,-,189,12663000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ9,-,51,3830100,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Passenger,Regional Jet,Embraer,E170,-,1,74957,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Passenger,Regional Jet,Embraer,E175,-,294,22037358,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Embraer,E175,-,66,4947162,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Passenger,Regional Jet,Embraer,E175,-,1517,113709769,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Passenger,Regional Jet,Embraer,E175,-,32,2398624,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,B737,-,824,105472000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
201903,2019/03/01,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,B738,-,285,41176000,2025/04/20 01:01:06 PM,2025/04/22 03:03:06 PM
